id,price,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
1131,155,f,3,f,-37.81675,145.12251,Apartment,Entire home/apt,6,2,2,2,350,80,0,1,1125,7,100,10,10,10,10,10,10,t,strict_14_with_grace_period,2.88
1132,105,t,17,f,-37.81475,144.95467,Apartment,Entire home/apt,5,1,1,3,250,79,25,1,1125,5,96,9,10,10,10,10,10,t,strict_14_with_grace_period,0.96
1133,85,t,1,t,-37.85906,145.06072,Apartment,Entire home/apt,4,1,1,2,0,45,10,2,1125,20,96,10,9,10,10,9,10,t,flexible,1.35
1134,91,f,1,t,-37.80334,144.98638,Apartment,Entire home/apt,2,1,1,1,,,0,1,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,0.03
1135,48,f,1,f,-37.88632,144.62018,House,Private room,4,1,2,2,0,10,30,1,1125,2,100,10,10,9,9,8,10,f,flexible,1.09
1136,97,f,1,f,-37.68954,145.05883,House,Private room,8,1,3,4,,15,50,1,1125,33,84,9,8,9,9,9,9,t,moderate,1.01
1137,104,f,152,f,-37.81606,144.95214,Apartment,Entire home/apt,4,1,0,2,199,69,14,1,1124,294,91,9,9,9,9,10,9,t,strict_14_with_grace_period,6.25
1138,800,f,71,f,-37.82635,144.96114,Apartment,Entire home/apt,6,2.5,3,8,1000,200,100,2,59,5,80,7,8,6,8,8,7,t,strict_14_with_grace_period,0.57
1139,395,t,7,f,-37.85416,145.36444,Cottage,Entire home/apt,9,2.5,0,5,,,63,1,1125,57,93,10,10,10,10,10,9,t,strict_14_with_grace_period,1.12
1140,155,f,2,f,-37.81937,145.00885,Apartment,Entire home/apt,4,1,2,2,0,110,25,2,1125,29,97,10,10,10,10,10,10,f,strict_14_with_grace_period,1.08
1141,75,t,1,f,-37.85083,144.99532,Apartment,Entire home/apt,2,1,1,1,150,100,0,2,1125,20,99,10,10,10,10,10,10,f,strict_14_with_grace_period,2.16
1142,165,f,2,t,-37.80331,144.96061,Apartment,Entire home/apt,5,1,2,2,150,50,25,3,1125,1,,,,,,,,f,flexible,1
1143,45,f,1,f,-37.80382,144.97763,Apartment,Private room,1,1,1,1,150,,0,5,30,0,,,,,,,,f,moderate,
1144,129,f,1,f,-37.82617,144.96547,Apartment,Entire home/apt,4,1,1,2,350,90,15,3,128,205,95,9,9,9,9,10,9,f,moderate,3.83
1145,100,t,5,f,-37.83064,144.94972,Apartment,Private room,2,1,1,1,132,40,0,3,1125,34,94,9,9,9,10,10,9,t,strict_14_with_grace_period,2.31
1146,169,f,3,t,-37.8104,144.95763,Apartment,Entire home/apt,4,1,2,2,200,0,0,1,1125,0,,,,,,,,t,moderate,
1147,129,f,1,f,-37.81092,145.01364,Apartment,Entire home/apt,4,1,1,2,0,0,25,4,30,3,100,10,10,10,10,10,10,t,moderate,0.59
1148,36,f,1,f,-37.86721,145.06064,Apartment,Private room,1,1,1,1,,,0,21,32,0,,,,,,,,t,strict_14_with_grace_period,
1149,240,f,5,f,-37.81443,144.93733,Apartment,Entire home/apt,6,1,2,3,150,80,10,1,365,3,87,10,8,9,10,10,10,t,strict_14_with_grace_period,0.97
1150,109,f,2,f,-37.82307,144.94218,Apartment,Entire home/apt,2,1,1,2,,,0,1,21,3,,,,,,,,t,flexible,0.16
1151,36,f,4,f,-37.99586,145.14834,House,Private room,4,0.5,1,2,300,10,25,1,1125,3,73,7,8,7,7,7,7,t,strict_14_with_grace_period,0.16
1152,60,f,1,t,-37.8167,145.01985,Apartment,Entire home/apt,2,1,1,1,,,0,1,1125,1,80,8,8,10,10,10,10,t,strict_14_with_grace_period,0.04
1153,38,f,1,f,-37.78438,144.93718,Apartment,Private room,2,1,1,1,,,0,6,28,2,100,10,10,10,10,10,10,t,flexible,0.1
1154,402,f,130,t,-37.78776,144.98904,House,Entire home/apt,4,1,2,3,750,248,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,
1155,118,t,7,f,-37.81384,144.95329,Apartment,Entire home/apt,4,1,1,1,,50,15,1,1125,4,95,10,9,10,10,10,10,t,strict_14_with_grace_period,2.67
1156,155,f,1,f,-37.78992,144.92446,Apartment,Private room,2,1,1,1,,,0,1,1125,0,,,,,,,,f,flexible,
1157,161,f,31,f,-37.81338,144.94185,Apartment,Entire home/apt,4,1,2,3,0,0,0,2,1125,0,,,,,,,,f,flexible,
1158,290,f,3,t,-37.76536,144.96342,House,Entire home/apt,4,2,3,3,500,100,0,4,90,4,100,10,10,10,10,10,10,f,flexible,0.16
1159,155,t,1,f,-37.80963,144.96059,Apartment,Entire home/apt,5,1,2,3,200,120,10,1,14,103,98,10,10,10,10,10,9,f,moderate,5.09
1160,480,f,3,f,-37.63486,144.88507,House,Entire home/apt,16,5,9,22,0,150,25,1,1125,0,,,,,,,,t,flexible,
1161,274,f,16,f,-37.86177,145.37774,Cottage,Entire home/apt,5,2,0,2,0,50,40,2,28,4,100,10,10,10,10,10,9,t,strict_14_with_grace_period,0.17
1162,100,f,2,f,-37.80008,145.1394,Hut,Entire home/apt,5,1,3,3,300,50,25,1,1125,2,60,4,8,6,8,6,6,f,strict_14_with_grace_period,0.1
1163,190,f,31,f,-37.80926,144.9585,Apartment,Entire home/apt,4,1,2,3,0,0,0,2,1125,3,73,7,7,9,7,10,7,f,flexible,0.29
1164,139,f,13,f,-37.84057,144.74145,House,Entire home/apt,6,2,3,4,200,30,10,1,1125,28,91,9,9,10,10,9,9,f,flexible,0.87
1165,185,f,8,f,-37.81392,145.11755,Serviced apartment,Entire home/apt,4,1,2,2,300,0,0,1,90,2,90,10,9,10,10,9,8,f,moderate,0.28
1166,48,f,1,f,-37.80249,144.94742,Townhouse,Private room,2,1,1,1,0,10,0,1,1125,2,90,10,9,10,10,10,10,f,flexible,2
1167,38,f,2,t,-37.76255,144.97493,House,Private room,2,1.5,1,1,,10,13,1,28,12,92,9,8,9,9,9,9,f,moderate,0.4
1168,114,t,1,f,-37.8633,144.98409,Apartment,Entire home/apt,4,1,1,2,600,80,50,2,400,25,98,10,9,10,10,10,10,t,moderate,2.1
1169,200,f,1,t,-37.79435,144.97323,House,Entire home/apt,4,1.5,2,2,750,90,0,7,1125,2,100,10,10,10,10,10,8,f,strict_14_with_grace_period,0.08
1170,80,f,15,t,-37.79834,144.96826,Hostel,Private room,2,1,1,1,0,15,10,1,1125,51,96,10,9,10,10,10,10,t,moderate,2.99
1171,499,t,3,f,-37.83055,144.95775,Serviced apartment,Entire home/apt,8,3.5,3,4,1500,200,50,1,1125,6,100,10,10,10,10,10,10,f,moderate,1.53
1172,119,f,1,f,-37.76267,144.963,Apartment,Entire home/apt,4,1,2,2,499,98,0,3,28,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,1
1173,139,f,109,f,-37.84361,144.99472,Apartment,Entire home/apt,5,1,2,2,500,130,0,1,90,71,94,9,9,9,9,10,9,t,strict_14_with_grace_period,1.76
1174,151,f,1,f,-37.78237,144.96716,Apartment,Entire home/apt,4,1,2,2,,,0,7,1125,3,100,9,10,10,10,10,10,f,moderate,1.91
1175,77,f,3,t,-37.87085,144.97812,Apartment,Entire home/apt,2,1,1,1,130,50,15,2,1125,40,95,10,9,10,10,10,10,t,moderate,3.67
1176,57,f,1,f,-37.92479,145.11369,Townhouse,Private room,2,1,1,1,250,0,0,1,30,3,100,10,10,10,10,9,10,f,flexible,0.37
1177,119,t,2,f,-37.80331,144.98497,Apartment,Entire home/apt,2,1,1,1,0,50,0,1,1125,27,99,10,10,10,10,10,10,f,moderate,1.81
1178,193,f,19,t,-37.79008,145.12372,Apartment,Entire home/apt,4,2,2,2,200,75,0,2,1125,1,100,10,10,10,10,10,10,t,moderate,0.04
1179,148,f,2,f,-37.81348,144.87104,Apartment,Entire home/apt,4,1,1,2,0,65,0,1,1125,0,,,,,,,,f,moderate,
1180,200,f,1,t,-37.82417,144.96319,Apartment,Entire home/apt,2,1,1,1,,40,0,1,1125,2,90,10,10,9,10,10,10,f,flexible,0.05
1181,65,f,1,f,-37.82822,144.96944,Apartment,Private room,2,1,1,1,150,15,0,5,1125,1,100,10,10,10,10,10,10,f,flexible,0.04
1182,128,f,65,f,-37.81207,144.96849,Apartment,Entire home/apt,2,1,1,1,200,69,15,1,90,99,93,10,10,9,10,10,9,t,strict_14_with_grace_period,4.8
1183,181,f,2,f,-37.79689,144.98132,Apartment,Entire home/apt,4,1,2,2,500,70,0,3,20,152,94,9,9,10,10,10,9,f,strict_14_with_grace_period,2.19
1184,70,t,3,f,-37.79345,144.96682,Apartment,Private room,2,1.5,1,1,300,12,10,2,90,77,97,10,9,10,10,10,10,t,moderate,4.65
1185,151,t,1,f,-37.61897,145.49487,Farm stay,Entire home/apt,2,1,0,1,160,30,20,1,30,183,99,10,10,10,10,10,10,t,moderate,5.51
1186,119,f,1,t,-37.83578,144.99632,Apartment,Entire home/apt,2,1,1,1,0,25,0,1,1125,14,93,10,9,10,9,10,9,f,flexible,1.72
1187,149,f,1,t,-37.88024,144.98508,Apartment,Entire home/apt,4,1,2,2,400,80,20,2,1125,6,93,9,10,10,10,10,10,f,strict_14_with_grace_period,0.17
1188,129,f,1,f,-37.8378,144.99565,Apartment,Entire home/apt,4,1,2,2,,,0,2,1125,19,87,9,8,9,9,10,10,t,moderate,1.18
1189,151,f,1,t,-37.81134,144.95045,Loft,Entire home/apt,4,1.5,2,2,,50,0,3,1125,2,100,10,10,10,10,9,10,f,moderate,0.05
1190,166,f,57,f,-37.81462,145.11711,Apartment,Entire home/apt,4,1,2,2,200,75,15,2,1125,2,80,8,8,10,10,6,7,t,moderate,0.08
1191,109,f,25,f,-37.8153,144.95248,Apartment,Entire home/apt,2,1,0,1,149,0,15,1,1125,28,97,10,10,10,10,10,10,f,strict_14_with_grace_period,1.45
1192,90,f,1,t,-37.84287,145.00315,Apartment,Entire home/apt,2,1,1,1,,,0,4,6,0,,,,,,,,f,flexible,
1193,119,t,1,t,-37.80924,144.96766,Apartment,Entire home/apt,3,1,1,2,500,50,30,2,1125,228,97,10,10,10,10,10,10,f,strict_14_with_grace_period,3.14
1194,70,f,1,f,-37.89965,145.2978,House,Private room,2,1.5,1,1,,,0,1,1125,0,,,,,,,,f,flexible,
1195,70,f,1,t,-37.85945,144.84538,House,Private room,2,1,1,1,,,0,1,1125,1,100,6,8,10,10,8,10,f,flexible,0.03
1196,75,f,6,f,-37.78538,145.13659,House,Private room,2,1,1,1,,,10,1,1125,7,97,10,10,10,10,10,10,f,flexible,0.18
1197,385,f,1,f,-37.8021,145.19324,House,Entire home/apt,6,2,3,4,,,0,3,20,0,,,,,,,,t,flexible,
1198,100,f,2,t,-37.75767,144.94367,Apartment,Entire home/apt,2,1,1,1,0,60,0,7,45,4,95,10,10,10,10,9,10,t,strict_14_with_grace_period,0.21
1199,80,f,1,f,-37.58574,144.71824,Townhouse,Private room,1,1,1,1,,,0,1,10,0,,,,,,,,f,flexible,
1200,65,t,7,t,-37.67656,144.874,House,Private room,2,1,1,1,,0,0,1,1125,280,98,10,10,10,10,10,10,t,flexible,13.75
1201,65,f,1,f,-38.16035,145.13635,House,Private room,6,3,6,6,150,0,30,1,30,1,,,,,,,,t,flexible,1
1202,166,f,8,f,-37.80592,144.96269,Serviced apartment,Entire home/apt,4,1,1,3,300,105,7,1,1125,1,80,10,10,10,6,10,10,t,strict_14_with_grace_period,1
1203,70,t,3,f,-37.87965,145.16391,House,Private room,1,1,1,1,,,0,1,1125,49,98,10,10,10,10,10,10,f,flexible,1.27
1204,33,f,1,f,-37.79256,144.98091,Apartment,Private room,1,1,1,1,,20,0,2,35,8,90,10,9,9,9,9,10,f,flexible,0.42
1205,230,f,1,f,-37.97909,145.58493,Cabin,Entire home/apt,2,1,1,1,,,0,1,7,1,80,8,10,10,10,10,8,f,flexible,0.05
1206,13,t,2,f,-37.74823,145.00137,Townhouse,Private room,2,1,1,2,0,19,19,1,180,73,96,10,10,10,10,10,10,f,flexible,3.21
1207,225,f,1,f,-37.77218,144.94314,House,Entire home/apt,7,1.5,4,5,250,,0,7,1125,1,100,10,10,10,10,10,10,f,moderate,0.02
1208,250,f,1,f,-37.79077,144.9731,House,Entire home/apt,5,1,2,2,0,40,10,14,22,4,95,10,9,10,10,10,10,f,moderate,0.28
1209,90,f,1,f,-37.83378,144.98958,Apartment,Entire home/apt,2,1,1,1,150,100,0,2,1125,7,100,10,10,10,10,10,10,f,strict_14_with_grace_period,1.88
1210,260,t,20,t,-37.82337,144.9669,Apartment,Entire home/apt,6,2,2,5,500,50,50,1,1125,9,93,9,9,10,10,10,9,f,strict_14_with_grace_period,0.22
1211,215,f,1,f,-37.8665,144.981,Apartment,Entire home/apt,4,1.5,2,2,800,120,25,5,1125,23,96,9,10,10,10,9,9,f,moderate,0.43
1212,610,f,34,f,-37.87331,145.38336,House,Entire home/apt,8,3,4,4,0,50,0,2,24,3,100,10,9,10,9,9,10,f,strict_14_with_grace_period,0.55
1213,125,f,2,f,-37.80991,144.96304,Serviced apartment,Entire home/apt,3,1,1,2,300,105,7,1,1125,2,90,10,10,10,9,9,9,f,strict_14_with_grace_period,2
1214,100,f,1,f,-37.84176,145.01231,House,Private room,2,1,1,1,140,40,0,2,30,0,,,,,,,,f,flexible,
1215,139,t,3,t,-37.78389,144.88655,House,Entire home/apt,5,1.5,3,3,0,0,20,3,180,102,98,10,9,10,10,10,10,t,moderate,3.48
1216,70,f,1,t,-37.81802,144.95394,Apartment,Private room,2,1,1,1,0,30,0,1,1125,0,,,,,,,,t,moderate,
1217,100,t,3,f,-37.82069,144.94353,Apartment,Entire home/apt,3,1,1,2,250,60,20,1,28,14,97,10,10,10,10,10,10,t,strict_14_with_grace_period,3.96
1218,139,f,43,f,-37.82386,144.96374,Apartment,Entire home/apt,4,1,1,2,300,65,15,1,365,0,,,,,,,,t,strict_14_with_grace_period,
1219,75,f,2,t,-37.76741,144.97519,Townhouse,Private room,2,1,1,1,0,0,45,1,1125,4,95,10,10,10,10,10,9,t,moderate,1.56
1220,60,t,1,f,-37.81982,144.94182,Apartment,Private room,2,1,1,1,0,30,0,3,10,17,98,10,10,10,10,10,10,t,flexible,1.22
1221,100,f,1,f,-37.67463,145.15777,House,Entire home/apt,6,1,3,4,,,0,1,70,0,,,,,,,,t,flexible,
1222,360,f,2,f,-37.80653,144.94138,Townhouse,Entire home/apt,6,3,3,3,150,75,0,2,1125,13,97,10,10,10,10,10,10,f,moderate,0.29
1223,90,f,1,f,-37.78326,144.97873,Apartment,Entire home/apt,2,1,1,1,200,15,0,1,14,29,85,9,8,10,9,10,9,t,flexible,1.57
1224,189,f,2,f,-37.7653,144.9213,Serviced apartment,Entire home/apt,2,1,1,1,,,0,1,1125,0,,,,,,,,f,strict_14_with_grace_period,
1225,200,f,1,f,-37.84431,144.93979,Apartment,Entire home/apt,6,2,2,3,,,0,7,40,3,,,,,,,,t,flexible,0.11
1226,125,f,6,f,-37.81648,145.12551,Condominium,Entire home/apt,5,1,2,2,400,119,29,1,1125,8,78,9,7,9,9,10,8,t,strict_14_with_grace_period,1.32
1227,50,f,3,t,-37.75897,144.98923,House,Private room,1,1.5,1,1,200,15,20,2,200,29,94,9,9,10,10,9,9,f,moderate,0.29
1228,109,t,1,t,-37.7782,144.9674,Condominium,Entire home/apt,2,1,1,1,,20,0,3,60,115,94,10,10,10,10,10,10,f,flexible,1.69
1229,144,f,2,f,-37.85537,144.99565,House,Entire home/apt,6,1.5,3,3,,,0,4,1125,0,,,,,,,,f,flexible,
1230,90,t,1,t,-37.83965,144.94067,Guest suite,Entire home/apt,2,1,1,1,,30,0,2,1125,108,98,10,10,10,10,10,10,t,moderate,2.6
1231,41,t,1,f,-37.86889,144.99607,Apartment,Private room,2,1,1,1,0,15,25,1,30,59,96,10,9,10,10,10,10,t,strict_14_with_grace_period,3.78
1232,149,f,1,t,-37.86079,144.9772,Apartment,Entire home/apt,4,1,2,2,300,60,0,1,1125,2,90,9,6,10,10,10,10,f,flexible,0.04
1233,67,t,4,t,-37.78054,144.99643,House,Private room,2,1,1,1,0,15,30,3,35,41,96,10,9,10,10,10,10,f,moderate,1.21
1234,139,f,43,f,-37.81874,144.95477,Apartment,Entire home/apt,4,1,1,2,300,65,15,1,365,0,,,,,,,,t,strict_14_with_grace_period,
1235,98,f,21,t,-37.81528,144.9545,Apartment,Entire home/apt,6,1,2,3,200,90,20,1,1125,0,,,,,,,,f,strict_14_with_grace_period,
1236,70,f,3,f,-37.77739,145.18113,House,Private room,2,1,1,2,,,30,2,1125,2,60,6,8,6,6,7,8,f,moderate,0.16
1237,60,t,1,t,-37.83747,144.98309,Apartment,Private room,2,1,1,1,150,30,10,2,1125,61,94,10,9,10,10,10,10,f,moderate,0.98
1238,60,f,17,t,-37.80977,144.9956,House,Private room,3,2.5,1,1,0,0,15,1,1125,46,91,10,9,10,10,10,9,t,moderate,0.83
1239,45,t,2,f,-37.7643,144.96175,Loft,Private room,2,1,1,1,150,25,15,3,40,16,98,10,10,10,10,10,10,f,flexible,0.67
1240,36,f,1,f,-37.87828,145.14053,Bed and breakfast,Private room,2,1,1,1,150,10,25,2,15,6,100,10,10,10,10,10,10,f,flexible,1.42
1241,161,f,94,f,-37.81142,144.9643,Apartment,Entire home/apt,6,1,2,3,300,159,0,2,1000,13,94,9,10,8,9,10,10,f,strict_14_with_grace_period,3.31
1242,119,f,12,f,-37.80915,144.95991,Serviced apartment,Entire home/apt,4,2,2,2,0,95,20,1,1125,10,98,10,10,10,10,10,10,t,moderate,1.02
1243,100,f,26,t,-37.81903,144.95839,Apartment,Entire home/apt,2,1,0,1,199,79,0,1,1124,4,85,7,9,7,9,8,7,t,moderate,4
1244,185,f,33,f,-37.81043,144.9686,Apartment,Entire home/apt,5,1,2,3,0,75,20,2,3,0,,,,,,,,t,strict_14_with_grace_period,
1245,109,f,1,f,-37.80959,144.95122,Apartment,Entire home/apt,2,1,1,1,200,0,0,3,30,6,83,8,8,9,8,9,8,f,flexible,1.96
1246,90,f,1,f,-37.8274,145.02767,Apartment,Entire home/apt,2,1,1,1,170,70,0,3,1125,10,96,9,10,10,10,9,9,t,strict_14_with_grace_period,0.51
1247,118,f,2,f,-37.88145,144.98492,Earth house,Private room,2,1,1,1,,,0,1,30,5,85,9,9,9,9,10,10,f,moderate,0.22
1248,60,f,1,f,-38.00339,145.17276,Townhouse,Shared room,1,1.5,1,1,,,0,10,365,1,,,,,,,,t,flexible,0.2
1249,141,f,95,t,-37.81436,144.95729,Apartment,Entire home/apt,6,1,2,3,200,80,20,3,1125,85,94,10,10,10,10,10,10,t,strict_14_with_grace_period,1.93
1250,129,f,1,t,-37.86794,145.13853,Townhouse,Entire home/apt,5,2,3,4,150,79,0,2,1125,44,87,10,9,10,10,9,9,t,moderate,1.7
1251,250,f,2,t,-37.76916,144.97942,House,Entire home/apt,7,2,3,5,,100,30,1,365,17,95,10,10,10,10,9,10,f,moderate,0.31
1252,108,f,2,t,-37.81784,144.95472,Apartment,Entire home/apt,4,1,1,2,128,40,30,1,1125,98,91,9,9,10,10,10,9,t,moderate,6.36
1253,45,t,2,f,-37.87135,144.81258,House,Private room,2,1,1,1,0,20,0,2,35,89,99,10,10,10,10,10,10,f,flexible,2.73
1254,125,f,73,f,-37.87639,145.03664,Apartment,Entire home/apt,2,1,1,1,400,66,0,1,90,47,96,10,10,10,9,9,9,f,moderate,1.56
1255,129,f,1,f,-37.86596,144.98424,Apartment,Entire home/apt,4,1,2,2,250,80,25,2,180,75,93,9,9,10,10,9,9,t,moderate,2.26
1256,109,f,1,f,-37.81228,144.95427,Apartment,Private room,2,1,1,1,0,30,0,2,1125,6,100,10,10,10,10,10,10,f,moderate,0.39
1257,139,f,2,f,-37.80524,144.95871,Apartment,Entire home/apt,4,1,2,2,250,100,20,1,1125,17,94,10,10,10,10,10,10,f,moderate,2.17
1258,139,f,8,f,-37.81528,144.95378,Apartment,Entire home/apt,6,1,2,2,142,50,20,1,60,152,91,9,9,9,9,10,9,t,strict_14_with_grace_period,5.22
1259,90,t,71,f,-37.83707,144.99949,Apartment,Entire home/apt,4,1,1,1,350,99,29,2,1125,175,94,9,10,9,10,10,9,t,strict_14_with_grace_period,3.26
1260,159,f,1,t,-37.81069,144.98484,Apartment,Entire home/apt,3,1,2,2,750,50,0,2,1125,7,100,10,10,10,10,10,10,f,strict_14_with_grace_period,0.18
1261,60,f,4,f,-37.94576,145.19263,House,Private room,3,1,1,1,150,10,0,2,1125,9,73,9,8,9,7,7,8,f,moderate,0.25
1262,125,f,1,t,-37.77663,144.92245,Apartment,Entire home/apt,4,1,2,2,150,70,0,2,30,80,94,10,10,10,10,10,10,f,strict_14_with_grace_period,1.5
1263,210,f,1,f,-37.83557,144.95074,House,Entire home/apt,6,2,3,1,350,150,0,3,1000,7,88,9,8,10,10,10,9,t,strict_14_with_grace_period,0.79
1264,70,f,1,f,-37.81239,144.95933,Apartment,Private room,1,1,1,1,,25,15,3,15,3,100,10,10,10,10,10,10,t,moderate,0.25
1265,70,t,1,t,-37.83499,144.97531,Apartment,Private room,2,1,1,1,0,15,0,1,28,135,97,10,9,10,10,10,10,t,strict_14_with_grace_period,6.29
1266,75,f,2,t,-37.86342,144.98462,Apartment,Entire home/apt,2,1,0,1,,30,0,5,1125,125,90,10,9,10,10,10,9,t,strict_14_with_grace_period,2.26
1267,139,f,36,f,-37.80751,144.96796,Apartment,Entire home/apt,6,2,2,4,250,65,25,1,1125,33,91,9,9,9,9,10,9,t,strict_14_with_grace_period,3.45
1268,145,t,2,t,-37.96658,145.02187,House,Entire home/apt,4,1.5,2,3,250,70,30,2,1125,20,99,10,10,10,10,10,10,t,strict_14_with_grace_period,0.8
1269,129,f,71,f,-37.83422,144.96869,Apartment,Entire home/apt,6,1,2,2,300,140,25,1,1125,12,87,9,9,8,9,10,9,t,strict_14_with_grace_period,1.73
1270,220,f,1,f,-37.71344,145.04498,House,Private room,6,1,3,4,200,0,20,1,30,0,,,,,,,,t,flexible,
1271,270,f,1,f,-37.79576,144.97923,Townhouse,Entire home/apt,6,2.5,2,3,700,160,30,2,31,15,91,9,9,10,9,9,9,f,strict_14_with_grace_period,0.64
1272,151,f,8,f,-37.80796,144.96158,Apartment,Entire home/apt,6,1,2,3,200,80,20,1,1125,11,91,9,9,8,8,10,9,t,strict_14_with_grace_period,0.61
1273,148,f,4,t,-37.81521,144.95858,Apartment,Entire home/apt,6,1,2,3,250,69,20,1,1125,60,95,10,9,10,10,10,10,t,strict_14_with_grace_period,2.71
1274,65,t,6,f,-37.78713,144.90411,Condominium,Private room,2,1,1,1,150,50,10,2,1125,10,100,10,10,10,10,10,10,f,moderate,0.46
1275,181,f,39,t,-37.86491,145.00129,Townhouse,Entire home/apt,8,2,3,7,500,150,50,2,1125,3,100,10,10,10,10,10,10,f,strict_14_with_grace_period,0.55
1276,225,f,158,f,-37.81412,144.95266,Serviced apartment,Entire home/apt,3,1,0,2,0,200,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,
1277,85,t,1,t,-37.78234,144.9884,Guesthouse,Entire home/apt,2,1,1,1,0,30,0,1,1125,16,100,10,10,10,10,10,10,f,moderate,1.15
1278,119,t,1,t,-37.7854,144.98564,Apartment,Entire home/apt,2,1,1,1,200,50,0,2,1125,169,95,10,10,10,10,10,10,t,moderate,2.69
1279,65,t,2,t,-37.83667,144.98144,Apartment,Private room,1,1,1,1,,,0,2,7,16,96,10,10,10,10,10,10,t,flexible,3.5
1280,142,f,1,f,-37.79494,144.98179,House,Entire home/apt,4,1,3,1,,,0,14,60,1,,,,,,,,f,moderate,0.35
1281,85,f,1,t,-37.8015,144.96442,Apartment,Private room,2,1,1,1,150,20,20,1,14,2,100,10,10,8,8,10,10,t,flexible,0.08
1282,139,t,1,t,-37.80637,144.96908,Apartment,Entire home/apt,3,1,0,2,500,45,15,2,1125,126,100,10,10,10,10,10,10,f,flexible,5.35
1283,45,t,1,f,-37.78536,144.85443,Townhouse,Private room,2,1,1,1,0,30,20,1,7,18,100,10,10,10,10,9,10,t,strict_14_with_grace_period,1.79
1284,190,f,1,f,-37.87937,144.98824,House,Entire home/apt,6,3.5,3,3,,150,0,14,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,0.04
1285,151,f,1,f,-37.81074,144.98447,Apartment,Entire home/apt,2,1,1,1,0,50,0,3,28,1,100,10,10,10,10,10,10,t,moderate,0.06
1286,300,f,2,f,-37.93521,145.22585,House,Entire home/apt,10,2.5,5,8,500,80,30,3,60,0,,,,,,,,t,moderate,
1287,98,t,4,t,-37.81804,145.00442,Apartment,Entire home/apt,2,1,1,1,200,80,30,5,30,177,98,10,10,10,10,10,9,t,strict_14_with_grace_period,1.71
1288,186,t,6,t,-37.82512,144.967,Apartment,Entire home/apt,6,2,2,3,300,65,10,2,95,153,97,10,10,10,10,10,10,t,moderate,5.44
1289,145,f,1,f,-37.82169,144.96337,Apartment,Entire home/apt,4,2,2,3,350,100,0,3,100,35,87,9,9,9,9,10,9,f,strict_14_with_grace_period,2.3
1290,121,t,1,t,-37.63122,145.20943,Apartment,Entire home/apt,4,1,0,1,,,20,1,1125,167,97,10,10,10,10,10,10,t,moderate,3.67
1291,109,t,2,f,-37.81813,144.95636,Apartment,Entire home/apt,4,1.5,1,2,200,45,15,1,20,252,97,10,10,10,10,10,10,t,strict_14_with_grace_period,7.97
1292,142,f,8,f,-37.81533,144.93877,Apartment,Entire home/apt,4,1,2,2,400,119,29,1,30,2,80,9,9,9,10,10,10,t,strict_14_with_grace_period,0.88
1293,229,t,18,t,-37.82607,144.95799,Apartment,Entire home/apt,6,1.5,2,3,500,110,29,3,27,58,94,10,9,10,10,10,9,f,strict_14_with_grace_period,1.46
1294,85,f,2,f,-37.85884,144.97296,Apartment,Entire home/apt,2,1,1,1,140,35,0,2,30,10,100,10,10,9,10,10,10,t,moderate,1.13
1295,54,f,4,f,-37.89902,145.14572,Apartment,Entire home/apt,2,1.5,1,1,142,10,12,7,1125,4,95,10,9,10,10,10,10,t,strict_14_with_grace_period,1.15
1296,30,f,3,f,-37.81733,144.98396,Apartment,Private room,1,1,1,1,,,0,1,1125,0,,,,,,,,f,flexible,
1297,159,f,22,f,-37.8383,144.99382,Apartment,Entire home/apt,6,1,2,4,199,99,14,4,365,48,85,9,8,9,9,10,9,f,strict_14_with_grace_period,0.77
1298,60,f,8,f,-37.82568,144.95595,Apartment,Private room,4,2,1,4,0,19,23,1,1125,9,83,9,6,10,10,10,9,t,strict_14_with_grace_period,5.87
1299,161,f,1,f,-37.81228,144.94204,Apartment,Entire home/apt,4,1,2,2,560,46,69,2,1125,5,100,10,10,10,10,10,9,t,flexible,0.35
1300,47,f,1,f,-37.78585,144.95758,Apartment,Private room,2,1,1,1,,,0,4,1125,1,,,,,,,,t,flexible,0.05
1301,82,f,1,f,-37.77775,144.97103,Apartment,Entire home/apt,4,1,1,2,500,50,20,3,1125,5,100,10,10,10,10,10,10,t,strict_14_with_grace_period,0.3
1302,989,f,130,t,-37.83293,144.97019,Apartment,Entire home/apt,6,2.5,3,3,2000,429,0,14,1125,0,,,,,,,,f,strict_14_with_grace_period,
1303,55,f,1,f,-37.89923,145.09087,House,Private room,1,1,1,1,,,0,1,1125,2,60,6,6,10,7,10,5,t,flexible,0.4
1304,90,f,1,f,-37.91948,145.13133,Townhouse,Private room,4,2,3,3,1000,20,60,14,90,0,,,,,,,,f,strict_14_with_grace_period,
